"H_Shannon","H_Renyi","H_Tsallis","H_Fisher","C_Shannon","C_Renyi","C_Tsallis","C_Fisher","n","Model"
0.958796123181776,0.943553057476928,0.964214892282825,0.238301573954903,0.0416808969886477,0.0186187024203532,0.019026412989103,0.00470229634317797,"1000","AR2_M1"
0.955256030798499,0.939125158895823,0.961330488614917,0.239593007625145,0.0453276179969333,0.0202273449813216,0.0207056144221917,0.0051604734197988,"1000","AR2_M1"
0.952124305304707,0.935253101156159,0.958798773774767,0.276140288077276,0.0485334414053489,0.0216395831097849,0.0221843752509457,0.00638924447983245,"1000","AR2_M1"
0.958359598551158,0.94327060970523,0.964031242763307,0.227692138763258,0.0423682720756911,0.0189287029388375,0.0193453085787623,0.00456912026285343,"1000","AR2_M1"
0.966547767408127,0.953574789851803,0.970701107419992,0.205240104420381,0.0338230952357836,0.0151466672448754,0.015418703204819,0.00326005217424227,"1000","AR2_M1"
0.96556374466859,0.952557272560597,0.97004520800632,0.209921909610833,0.0350230409829342,0.015683258338872,0.0159711862328784,0.00345623264264836,"1000","AR2_M1"
0.966916036736345,0.954347804550668,0.97119899909427,0.175551131032937,0.03366664025411,0.015083078490897,0.0153494047597422,0.00277451415082599,"1000","AR2_M1"
0.968090386299134,0.9556843086018,0.972059016077511,0.184164510344558,0.0323216034182004,0.0144831738063264,0.0147313286962455,0.00279097039500372,"1000","AR2_M1"
0.972774302389764,0.961729055563763,0.975935870077523,0.163248678206642,0.0274530249418362,0.012319785589432,0.0125017754208775,0.00209122174444969,"1000","AR2_M1"
0.957732427825152,0.942082740673353,0.963258373109345,0.244924415164632,0.0426834100700372,0.0190579534177577,0.0194863279109241,0.00495472201490799,"1000","AR2_M1"
0.962981853753629,0.948957052031223,0.967719672116264,0.218045024219138,0.0374532657363663,0.0167529172495488,0.0170841531268697,0.00384937362507622,"1000","AR2_M1"
0.962517808302814,0.948477828928266,0.967409555447386,0.222421702917307,0.0380157121836189,0.0170041073554057,0.0173435112933112,0.00398752864771926,"1000","AR2_M1"
0.968237973177227,0.955726195653187,0.972085953023937,0.181452070944607,0.0320621491856853,0.0143653531345419,0.014611253783593,0.00272737431281953,"1000","AR2_M1"
0.967424428232888,0.954828911589717,0.971508701688789,0.187224125407705,0.0330089206691329,0.0147880916128757,0.0150464229862502,0.00289966871034521,"1000","AR2_M1"
0.970219631385056,0.958381744268453,0.973791635464714,0.165745986572006,0.0300773757516938,0.0134859241666387,0.0137027653422264,0.00233230424014491,"1000","AR2_M1"
0.970004113752269,0.958148398037236,0.973641917676884,0.185365602248315,0.0303349445421844,0.0136011210005178,0.0138210548184675,0.00263130428509593,"1000","AR2_M1"
